"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"1","Elst(30/11/1848)",NA,"478","57.383%","'mr. A.W.  Engelen'"
"2","Amersfoort(27/08/1850)",NA,"1335","28.7097%","'mr. A.W.  Engelen'"
"3","Amersfoort(08/06/1852)",NA,"990","58.3039%","'mr. A.W.  Engelen'"
"4","Amersfoort(17/05/1853)",NA,"979","20.2106%","'mr. A.W.  Engelen'"
"5","Amersfoort(06/06/1853)",NA,"791","38.8316%","'mr. A.W.  Engelen'"
"6","Amersfoort(13/06/1854)",NA,"379","23.1804%","'mr. A.W.  Engelen'"
"7","Amersfoort(10/06/1856)",NA,"622","35.482%","'mr. A.W.  Engelen'"
"8","Amersfoort(24/06/1856)",NA,"939","45.6712%","'mr. A.W.  Engelen'"
"9","Amersfoort(22/09/1857)",NA,"588","38.7607%","'mr. A.W.  Engelen'"
"10","Amersfoort(06/10/1857)",NA,"723","42.5544%","'mr. A.W.  Engelen'"
"11","Amersfoort(08/06/1858)",NA,"541","37.0041%","'mr. A.W.  Engelen'"
"12","Amersfoort(24/04/1860)",NA,"71","5.7443%","'mr. A.W.  Engelen'"
"13","Amersfoort(12/06/1860)",NA,"78","7.5072%","'mr. A.W.  Engelen'"
"14","Nijmegen(30/11/1848)",NA,"500","63.7755%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"15","Nijmegen(27/08/1850)",NA,"1292","35.3102%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"16","Nijmegen(08/06/1852)",NA,"1215","86.6619%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"17","Nijmegen(17/05/1853)",NA,"1430","32.7007%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"18","Nijmegen(10/06/1856)",NA,"1120","88.9595%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"19","Nijmegen(12/06/1860)",NA,"1072","92.8943%","'jhr. G.E.G.C.K.  Dommer van Poldersveldt'"
"20","Nijmegen(30/11/1848)",NA,"15","1.9133%","'mr. A.  Schouten'"
"21","Tiel(08/06/1852)",NA,"15","1.9355%","'mr. A.  Schouten'"
"22","Nijmegen(10/06/1862)",NA,"787","38.7303%","'mr. A.  Schouten'"
"23","Zaltbommel(24/06/1849)",NA,"256","39.6899%","' O.W.A. graaf van Bylandt van Mariënweerd'"
"24","Zaltbommel(10/07/1849)",NA,"431","70.1954%","' O.W.A. graaf van Bylandt van Mariënweerd'"
"25","Zaltbommel(24/06/1849)",NA,"164","25.4264%","'dr. W.R. baron van Hoëvell'"
"26","Zaltbommel(10/07/1849)",NA,"183","29.8046%","'dr. W.R. baron van Hoëvell'"
"27","Zaltbommel(06/08/1849)",NA,"109","20.412%","'dr. W.R. baron van Hoëvell'"
