"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"1","Goes(30/11/1848)",NA,"8","1.3378%","'jhr. W.  Versluijs'"
"2","Middelburg(30/11/1848)",NA,"8","1.1782%","'jhr. W.  Versluijs'"
"3","Sluis(30/11/1848)",NA,"51","8.0952%","'mr. S. de Wind'"
"4","Middelburg(30/11/1848)",NA,"14","2.0619%","'mr. S. de Wind'"
"5","Zierikzee(30/11/1848)",NA,"10","1.5873%","'jhr. W.D. de Jonge'"
"6","Goes(30/11/1848)",NA,"23","3.8462%","' R.B. van den Bosch'"
"7","Goes(30/11/1848)",NA,"8","1.3378%","' A.  Kakebeeke'"
"8","Sluis(30/11/1848)",NA,"27","4.2857%","'mr. A.F.  Sifflé'"
"9","Middelburg(30/11/1848)",NA,"44","6.4801%","'mr. A.F.  Sifflé'"
"10","Sluis(30/11/1848)",NA,"13","2.0635%","' J.H.Q.  Janssen'"
"11","Sluis(30/11/1848)",NA,"7","1.1111%","'mr. J.E.  Risseeuw'"
"12","Alkmaar(30/11/1848)",NA,"438","46.0084%","' G. van Leeuwen'"
"13","Hoorn(14/12/1848)",NA,"477","45.2991%","' J.C.  Pilaar'"
"14","Edam(30/11/1848)",NA,"20","2.805%","'mr. C.P.L.  Brugmans'"
"15","Edam(30/11/1848)",NA,"10","1.4025%","'  van Ghert'"
"16",NA,NA,NA,NA,NA
"17","Zaandam(30/11/1848)",NA,"24","2.8812%","' J.C. van Wessem'"
"18","Haarlem(30/11/1848)",NA,"14","2.6718%","'mr. C.F.  Geulger'"
"19","Haarlem(30/11/1848)",NA,"10","1.9084%","'mr. P.  Elias'"
"20","Haarlem(30/11/1848)",NA,"9","1.7176%","' J.  Leijen'"
"21","Amsterdam IV(30/11/1848)",NA,"57","17.1171%","' D.D.  Büchler'"
"22","Amsterdam I(30/11/1848)",NA,"71","20.1705%","' D.D.  Büchler'"
"23","Amsterdam III(30/11/1848)",NA,"109","30.1105%","' P.  Bruining'"
"24","Amsterdam II(30/11/1848)",NA,"16","4.3956%","' P.  Bruining'"
"25","Amsterdam IV(30/11/1848)",NA,"64","19.2192%","' P.C.  Gülcher'"
"26","Amsterdam IV(14/12/1848)",NA,"111","35.6913%","' P.C.  Gülcher'"
"27","Amsterdam V(30/11/1848)",NA,"11","2.6005%","' J.F.  Broms'"
"28","Amsterdam V(30/11/1848)",NA,"6","1.4184%","' C.J. de Bruyn Kops'"
"29","Amsterdam I(30/11/1848)",NA,"15","4.2614%","' M.  Wiardi Beckman'"
"30","Ruurlo(30/11/1848)",NA,"26","6.0748%","'  van Nagell van Ampsen'"
"31","Ruurlo(30/11/1848)",NA,"74","17.2897%","'   Weijn'"
"32",NA,NA,NA,NA,NA
"33","Goes(26/02/1878)",NA,"692","35.9294%","' J.P.  Bredius Jr.'"
"34","Goes(14/06/1881)",NA,"588","29.8932%","' J.P.  Bredius Jr.'"
"35",NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA
"37",NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA
